symbol,firstId,volume,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,quoteVolume,openTime,closeTime,lastId,count
IOTABTC,34343695,600912.00000000,0.00000001,0.177,0.00000565,0.00000567,0.00000567,734.00000000,0.00000566,12365.00000000,0.00000568,8285.00000000,0.00000566,0.00000574,0.00000557,3.39487607,1695753145870,1695839545870,34344633,939
IOTAETH,7782206,61450.00000000,0.00000020,0.214,0.00009303,0.00009350,0.00009360,1335.00000000,0.00009320,1346.00000000,0.00009350,2426.00000000,0.00009340,0.00009370,0.00009210,5.71678410,1695753147049,1695839547049,7782262,57
LINKBTC,89658552,721664.44000000,0.00000990,3.565,0.00028624,0.00027760,0.00028760,7.00000000,0.00028760,292.75000000,0.00028770,112.99000000,0.00027770,0.00029410,0.00027680,206.56991414,1695753140544,1695839540544,89678506,19955
LINKETH,20312316,127563.10000000,0.00015300,3.337,0.00470448,0.00458300,0.00473800,6.75000000,0.00473800,58.00000000,0.00474000,8.30000000,0.00458500,0.00484000,0.00456800,600.11790062,1695753146426,1695839546426,20319908,7593
XVGBTC,-1,0.00000000,0.00000000,0.000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
XVGETH,11228771,621111.00000000,0.00000001,0.476,0.00000211,0.00000209,0.00000211,20390.00000000,0.00000211,59504.00000000,0.00000212,14251.00000000,0.00000210,0.00000212,0.00000209,1.31213671,1695753105734,1695839505734,11228837,67
SALTBTC,-1,0.00000000,0.00000000,0.000,0.00000000,0.00004250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
SALTETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00113800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
MDABTC,-1,0.00000000,0.00000000,0.000,0.00000000,0.00000382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
MDAETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00181150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
MTLBTC,20563589,49853.10000000,-0.00000146,-2.934,0.00004922,0.00004978,0.00004830,9.20000000,0.00004844,9.30000000,0.00004856,32.10000000,0.00004976,0.00004992,0.00004799,2.45389278,1695753139538,1695839539538,20564807,1219
MTLETH,3097721,4696.30000000,-0.00000210,-0.306,0.00067987,0.00068740,0.00068340,45.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00068550,0.00069230,0.00065730,3.19288504,1693454410058,1693540810058,3097755,35
SUBBTC,-1,0.00000000,0.00000000,0.000,0.00000000,0.00000457,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
SUBETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00012334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
EOSBTC,74779591,967328.50000000,-0.00000011,-0.513,0.00002138,0.00002146,0.00002132,414.80000000,0.00002130,4149.80000000,0.00002132,3947.30000000,0.00002143,0.00002156,0.00002111,20.68356541,1695753145903,1695839545903,74782867,3277
SNTBTC,12645611,963335.00000000,0.00000000,0.000,0.00000086,0.00000087,0.00000086,253507.00000000,0.00000085,627633.00000000,0.00000086,8801.00000000,0.00000086,0.00000087,0.00000084,0.82398725,1695753095808,1695839495808,12646595,985
ETCETH,8664253,2513.03000000,0.00008000,0.841,0.00958550,0.00952000,0.00959000,5.26000000,0.00959000,13.17000000,0.00961000,5.93000000,0.00951000,0.00967000,0.00938000,24.08864350,1695753112700,1695839512700,8664727,475
ETCBTC,43856875,31131.55000000,0.00000800,1.391,0.00058151,0.00057500,0.00058300,1.85000000,0.00058200,311.63000000,0.00058300,507.71000000,0.00057500,0.00059100,0.00056800,18.10340106,1695753139941,1695839539941,43859157,2283
MTHBTC,-1,0.00000000,0.00000000,0.000,0.00000000,0.00000023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
MTHETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00004135,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
ENGBTC,-1,0.00000000,0.00000000,0.000,0.00000000,0.00006200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
ENGETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00186480,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
DNTBTC,-1,0.00000000,0.00000000,0.000,0.00000000,0.00000186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
ZECBTC,28065830,6418.27900000,-0.00000900,-0.897,0.00099543,0.00100300,0.00099400,16.75600000,0.00099400,205.99800000,0.00099500,0.64500000,0.00100300,0.00100400,0.00098300,6.38893026,1695753140462,1695839540462,28066854,1025
ZECETH,3581535,110.18400000,-0.00016000,-0.969,0.01630993,0.01649000,0.01635000,0.38100000,0.01637000,7.66600000,0.01639000,0.38100000,0.01651000,0.01656000,0.01616000,1.79709324,1695753147957,1695839547957,3581596,62
BNTBTC,8326567,35017.40000000,-0.00000005,-0.331,0.00001510,0.00001507,0.00001504,9.40000000,0.00001499,915.60000000,0.00001514,81.00000000,0.00001509,0.00001517,0.00001493,0.52883990,1695753147334,1695839547334,8326733,167
ASTBTC,17582709,310494.00000000,-0.00000005,-1.493,0.00000332,0.00000334,0.00000330,32.00000000,0.00000330,62040.00000000,0.00000331,62.00000000,0.00000335,0.00000336,0.00000329,1.03088168,1695753140490,1695839540490,17583580,872
ASTETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00006960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
DASHBTC,27654974,4829.87600000,-0.00001200,-1.176,0.00101275,0.00102000,0.00100800,5.00000000,0.00100600,0.47400000,0.00100700,40.87900000,0.00102000,0.00102300,0.00100400,4.89146265,1695753145875,1695839545875,27656014,1041
DASHETH,3893770,156.56000000,-0.00020000,-1.190,0.01660127,0.01693000,0.01661000,0.56800000,0.01656000,8.05200000,0.01661000,3.96000000,0.01681000,0.01684000,0.01647000,2.59909506,1695753146816,1695839546816,3893899,130
OAXBTC,15983117,1249576.00000000,-0.00000023,-3.490,0.00000651,0.00000655,0.00000636,7073.00000000,0.00000637,3690.00000000,0.00000639,38.00000000,0.00000659,0.00000666,0.00000636,8.13628979,1695753149140,1695839549140,15985630,2514
ICNBTC,-1,0.00000000,0.00000000,0.000,0.00000000,0.00005742,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
BTGBTC,-1,0.00000000,0.00000000,0.000,0.00000000,0.00091300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
BTGETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.05274500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
EVXBTC,-1,0.00000000,0.00000000,0.000,0.00000000,0.00000274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
EVXETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00062490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
REQBTC,13830287,504573.00000000,0.00000001,0.420,0.00000239,0.00000239,0.00000239,2031.00000000,0.00000238,15437.00000000,0.00000240,23031.00000000,0.00000238,0.00000241,0.00000234,1.20523606,1695753134865,1695839534865,13830587,301
REQETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00004995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
VIBBTC,12455807,1299877.00000000,0.00000000,0.000,0.00000173,0.00000171,0.00000172,2965.00000000,0.00000171,42777.00000000,0.00000173,14736.00000000,0.00000172,0.00000177,0.00000170,2.25489478,1695753145891,1695839545891,12457123,1317
VIBETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00003450,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
HSRETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.01247400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
TRXBTC,69843094,12158923.00000000,0.00000001,0.309,0.00000323,0.00000323,0.00000325,108.00000000,0.00000324,1337385.00000000,0.00000325,639903.00000000,0.00000324,0.00000326,0.00000319,39.31588663,1695753149096,1695839549096,69847929,4836
TRXETH,36432303,4230716.00000000,0.00000008,0.150,0.00005319,0.00005339,0.00005346,137.00000000,0.00005345,4143.00000000,0.00005346,7285.00000000,0.00005338,0.00005363,0.00005253,225.04440597,1695753148729,1695839548729,36435996,3694
POWRBTC,16808661,1069200.00000000,0.00000014,2.504,0.00000576,0.00000562,0.00000573,79.00000000,0.00000571,120.00000000,0.00000576,867.00000000,0.00000559,0.00000587,0.00000559,6.15570296,1695753145903,1695839545903,16809609,949
POWRETH,3147745,27705.00000000,0.00000130,1.405,0.00009458,0.00009260,0.00009380,204.00000000,0.00009400,4468.00000000,0.00009470,4191.00000000,0.00009250,0.00009630,0.00009250,2.62032420,1695753140527,1695839540527,3147783,39
ARKBTC,-1,0.00000000,0.00000000,0.000,0.00000000,0.00001679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
ARKETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00104600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
YOYOETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00005828,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
XRPBTC,156067540,13334058.00000000,-0.00000012,-0.622,0.00001906,0.00001929,0.00001916,5175.00000000,0.00001916,7212.00000000,0.00001917,101745.00000000,0.00001928,0.00001930,0.00001882,254.11109098,1695753148135,1695839548135,156080388,12849
XRPETH,29785657,1021445.00000000,-0.00000270,-0.848,0.00031326,0.00031820,0.00031570,28.00000000,0.00031560,34.00000000,0.00031570,49.00000000,0.00031840,0.00031870,0.00031000,319.98138990,1695753147111,1695839547111,29788383,2727
MODBTC,-1,0.00000000,0.00000000,0.000,0.00000000,0.00004280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
MODETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00116700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
ENJBTC,40308232,281117.60000000,0.00000002,0.238,0.00000842,0.00000843,0.00000844,451.60000000,0.00000843,899.90000000,0.00000844,3714.40000000,0.00000842,0.00000851,0.00000830,2.36753563,1695753111412,1695839511412,40310155,1924
ENJETH,7772896,71815.60000000,-0.00000060,-0.429,0.00013856,0.00013900,0.00013920,1745.00000000,0.00013880,452.20000000,0.00013940,3160.90000000,0.00013980,0.00013980,0.00013640,9.95071405,1695753124798,1695839524798,7773012,117
STORJBTC,13701600,451049.00000000,0.00000051,3.465,0.00001516,0.00001475,0.00001523,13.00000000,0.00001520,4398.00000000,0.00001524,2340.00000000,0.00001472,0.00001590,0.00001443,6.83851419,1695753143736,1695839543736,13703953,2354
STORJETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00029910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
BNBUSDT,672481833,395307.69600000,-0.10000000,-0.047,213.10877478,212.00000000,211.90000000,1.10100000,211.90000000,512.48900000,212.00000000,549.56600000,212.00000000,216.00000000,210.50000000,84243538.75440000,1695753149043,1695839549043,672603926,122094
VENBNB,-1,0.00000000,0.00000000,0.000,0.00000000,0.14920000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
YOYOBNB,-1,0.00000000,0.00000000,0.000,0.00000000,0.00059800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
POWRBNB,-1,0.00000000,0.00000000,0.000,0.00000000,0.00385000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
VENBTC,-1,0.00000000,0.00000000,0.000,0.00000000,0.00013928,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
VENETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00325194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
KMDBTC,14290559,170949.00000000,-0.00000015,-1.792,0.00000828,0.00000837,0.00000822,237.00000000,0.00000818,278.00000000,0.00000822,2272.00000000,0.00000837,0.00000844,0.00000819,1.41591669,1695753148100,1695839548100,14292408,1850
KMDETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00020970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
NULSBNB,-1,0.00000000,0.00000000,0.000,0.00000000,0.01257000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
RCNBTC,-1,0.00000000,0.00000000,0.000,0.00000000,0.00000074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
RCNETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00037604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
RCNBNB,-1,0.00000000,0.00000000,0.000,0.00000000,0.00347300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
NULSBTC,14849966,29407.00000000,-0.00000008,-1.164,0.00000682,0.00000690,0.00000679,2413.00000000,0.00000676,564.00000000,0.00000680,210.00000000,0.00000687,0.00000692,0.00000671,0.20056527,1695753145929,1695839545929,14850871,906
NULSETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00051926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
RDNBTC,-1,0.00000000,0.00000000,0.000,0.00000000,0.00000447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
RDNETH,-1,0.00000000,0.00000000,0.000,0.00000000,0.00071530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
RDNBNB,-1,0.00000000,0.00000000,0.000,0.00000000,0.00623000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689571856784,1689658256784,-1,0
XMRBTC,48603951,33433.65200000,0.00002700,0.489,0.00551454,0.00552500,0.00555000,0.15100000,0.00555000,8.83100000,0.00555100,5.01000000,0.00552300,0.00556200,0.00544000,184.37104835,1695753145886,1695839545886,48614377,10427
XMRETH,6222286,1365.09400000,0.00030000,0.329,0.09043129,0.09115000,0.09147000,0.38000000,0.09137000,0.40400000,0.09143000,3.43200000,0.09117000,0.09150000,0.08935000,123.44721712,1695753145942,1695839545942,6223118,833
